11.000000,11.000000,11.000000
11.000000,11.100000,11.000000
11.000000,11.200000,11.000000
11.000000,11.300000,11.000000
11.000000,11.400000,11.000000
11.000000,11.500000,11.230770
11.000000,11.600000,11.341773
11.000000,11.700000,11.475728
11.000000,11.800000,11.653413
11.000000,11.900000,11.830013
11.000000,12.000000,12.000001
11.000000,12.100000,12.172840
11.000000,12.200000,12.344362
11.000000,12.300000,12.510739
11.000000,12.400000,12.668598
11.000000,12.500000,12.815100
11.000000,12.600000,12.947938
11.000000,12.700000,13.065322
11.000000,12.800000,13.165933
11.000000,12.900000,13.248859
11.000000,13.000000,13.313537
11.000000,13.100000,13.498161
11.000000,13.200000,13.522764
11.000000,13.300000,13.527320
11.000000,13.400000,13.512584
11.000000,13.500000,13.479522
11.000000,13.600000,13.429324
11.000000,13.700000,13.363410
11.000000,13.800000,13.283453
11.000000,13.900000,13.191410
11.000000,14.000000,13.089511
11.000000,14.100000,12.980267
11.000000,14.200000,12.866413
11.000000,14.300000,12.750851
11.000000,14.400000,12.618855
11.000000,14.500000,12.506570
11.000000,14.600000,12.454563
11.000000,14.700000,12.357143
11.000000,14.800000,12.261779
11.000000,14.900000,12.183543
11.000000,15.000000,12.000000
11.000000,15.100000,11.999999
11.000000,15.200000,12.000000
11.000000,15.300000,12.000000
11.000000,15.400000,12.000000
11.000000,15.500000,12.000000
11.000000,15.600000,12.000001
11.000000,15.700000,11.999999
11.000000,15.800000,12.000000
11.000000,15.900000,11.999999
11.000000,16.000000,12.000000
11.000000,16.100000,12.000000
11.000000,16.200001,12.000000
11.000000,16.299999,12.088626
11.000000,16.400000,12.110212
11.000000,16.500000,12.182275
11.000000,16.600000,12.213983
11.000000,16.700001,12.247623
11.000000,16.799999,12.282976
11.000000,16.900000,12.319821
11.000000,17.000000,12.357930
11.000000,17.100000,12.397075
11.000000,17.200001,12.437025
11.000000,17.299999,12.477555
11.000000,17.400000,12.518448
11.000000,17.500000,12.559489
11.000000,17.600000,12.600476
11.000000,17.700001,12.641215
11.000000,17.799999,12.681523
11.000000,17.900000,12.721237
11.000000,18.000000,12.760202
11.000000,18.100000,12.798279
11.000000,18.200001,12.835346
11.000000,18.299999,12.871295
11.000000,18.400000,12.906035
11.000000,18.500000,12.939493
11.000000,18.600000,12.971607
11.000000,18.700001,13.002329
11.000000,18.799999,nan
11.000000,18.900000,nan
11.000000,19.000000,nan
11.000000,19.100000,nan
11.000000,19.200001,nan
11.000000,19.299999,nan
11.000000,19.400000,nan
11.000000,19.500000,nan
11.000000,19.600000,nan
11.000000,19.700001,nan
11.000000,19.799999,nan
11.000000,19.900000,nan
11.000000,20.000000,nan
11.000000,20.100000,nan
11.000000,20.200001,nan
11.000000,20.299999,nan
11.000000,20.400000,nan
11.000000,20.500000,nan
11.000000,20.600000,nan
11.000000,20.700001,nan
11.000000,20.799999,nan
11.000000,20.900000,nan
11.100000,11.000000,11.000000
11.100000,11.100000,11.000000
11.100000,11.200000,11.000000
11.100000,11.300000,11.000000
11.100000,11.400000,11.000000
11.100000,11.500000,11.254901
11.100000,11.600000,11.373739
11.100000,11.700000,11.517241
11.100000,11.800000,11.704248
11.100000,11.900000,11.887913
11.100000,12.000000,12.067072
11.100000,12.100000,12.248905
11.100000,12.200000,12.428963
11.100000,12.300000,12.603178
11.100000,12.400000,12.767997
11.100000,12.500000,12.920439
11.100000,12.600000,13.058102
11.100000,12.700000,13.179142
11.100000,12.800000,13.282219
11.100000,12.900000,13.366420
11.100000,13.000000,13.431203
11.100000,13.100000,13.622519
11.100000,13.200000,13.644055
11.100000,13.300000,13.644480
11.100000,13.400000,13.624621
